HOLE_ID,EASTING,NORTHING,ELEVATION,TD,PROJECT_FK,START_DATE,END_DATE,GEOLOGIST_NAME,GEOLOGY_GROUP
MC-500-577E-C012F,2398632.279,4809378.034,503.843,3.5,MCEN,20-05-2015 0:00,,Marcos Estevez,CN_PRODUCCION
MC-500-577W-C014F,2398624.131,4809375.998,504.407,10.7,MCEN,21-05-2015 0:00,,Marcos Estevez,CN_PRODUCCION
MC-500-582E-C015,2398754.124,4809318.709,508.2488,4.75,MCEN,09-06-2016 0:00,,Marcos Estevez,CN_PRODUCCION
MC-500-582E-C021,2398768.285,4809308.822,509.045,5.3,MCEN,09-07-2016 0:00,,Marcos Estevez,CN_PRODUCCION
MC-500-585E-C014,2398803.578,4809263.193,509.915,4.9,MCEN,15-04-2017 0:00,,Marcos Estevez,CN_PRODUCCION
MC-500-ACC1E-C001,2398405.466,4809545.639,506.49,5.8,MCEN,13-11-2014 0:00,,Daniel Correa,CN_PRODUCCION
MC-500-ACC1E-C004,2398411.269,4809541.642,506.53,4.7,MCEN,25-11-2014 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-500-ACC1E-C010,2398422.539,4809533.163,506.1,4,MCEN,07-12-2014 0:00,,Natalia Rios,CN_PRODUCCION
MC-500-ACC2E-C000,2398494.96,4809433.894,502.204,24.6,MCEN,22-08-2014 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-500-ACC3BE-C015,2398580.444,4809412.711,502.18,4.5,MCEN,25-10-2014 0:00,,Daniel Correa,CN_PRODUCCION
MC-500-ACC3BW-C006,2398530.71,4809445.715,501.936,4.3,MCEN,02-08-2014 0:00,,Daniel Correa,CN_PRODUCCION
MC-500-ACC3BW-C007,2398527.437,4809446.22,501.84,5.55,MCEN,07-08-2014 0:00,,Natalia Rios,CN_PRODUCCION
MC-500-ACC4E-C008,2398669.288,4809336.437,505.63,5.2,MCEN,08-12-2014 0:00,,Pablo Ribero,CN_PRODUCCION
MC-500-ACC4W-C001,2398644.623,4809353.875,505.091,6.15,MCEN,29-10-2014 0:00,,Natalia Rios,CN_PRODUCCION
MC-500-ACC4W-C002,2398643.514,4809356.757,505.387,5.15,MCEN,31-10-2014 0:00,,Marcos Estevez,CN_PRODUCCION
MC-500-ACC4W-C005,2398638.471,4809361.481,504.95,5.4,MCEN,08-11-2014 0:00,,Natalia Rios,CN_PRODUCCION
EK-580-598W-C083,2394197.111,4808209.89,585.669,4.3,EK,07-12-2018 0:00,,Valeria Alvarez,CN_PRODUCCION
EK-580-599W-C090,2394182.683,4808228.61,586.2,5.2,EK,20-12-2018 0:00,,Daniel Correa,CN_PRODUCCION
EK-580-599W-C095,2394169.812,4808240.585,586.131,5.1,EK,09-07-2019 0:00,,Carlos Allis,CN_PRODUCCION
EK-580-599W-C098,2394163.358,4808248.479,585.864,4.7,EK,16-07-2019 0:00,,Valeria Alvarez,CN_PRODUCCION
EK-580-ACCW-C007,2394441.763,4808048.468,579.672,5,EK,31-10-2017 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-580-ACCW-C012,2394426.642,4808063.241,580.401,5.2,EK,05-12-2017 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-580-ACCW-C014,2394414.95,4808074.448,581.7533,4.8,EK,19-12-2017 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-580-ACCW-C017,2394402.708,4808085.869,582.6367,5.3,EK,26-12-2017 0:00,,Tamara Ginestar,CN_PRODUCCION
EK-580-ACCW-C028,2394371.374,4808120.309,584.112,5.4,EK,29-01-2018 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-580-ACCW-C034,2394355.595,4808132.367,584.0131,5.2,EK,20-02-2018 0:00,,Tamara Ginestar,CN_PRODUCCION
EK-580-ACCW-C042,2394331.333,4808145.06,583.8758,5.3,EK,11-04-2018 0:00,,Tamara Ginestar,CN_PRODUCCION
EK1-424-616E-C001,2394050.65,4808462.3,433.57,9.15,EK,29-01-2015 0:00,,Natalia Rios,CN_PRODUCCION
EK1-424-616E-C005,2394061.109,4808451.972,433.462,4.7,EK,15-03-2015 0:00,,Daniel Correa,CN_PRODUCCION
EK1-424-618E-C002,2394032.682,4808480.951,432.57,4.65,EK,22-03-2015 0:00,,Natalia Rios,CN_PRODUCCION
EK2-320-609E-C001,2394078.977,4808323.6,323.7,6.2,EK,20-11-2016 0:00,,Leonardo Pizarro,CN_PRODUCCION
EK2-346-607W-C006,2394084.002,4808330.632,350.831,5.1,EK,30-11-2016 0:00,,Maximiliano Falcone,CN_PRODUCCION
EK2-372-607E-C003,2394124.18,4808326.25,379.2672,7.7,EK,15-11-2016 0:00,,Leonardo Pizarro,CN_PRODUCCION
EK2-372-607E-C007,2394129.777,4808309.449,379.4,5,EK,02-01-2017 0:00,,Daniel Correa,CN_PRODUCCION
EK2-372-607W-C002,2394106.35,4808334.48,379.1,5.1,EK,11-11-2016 0:00,,Leonardo Pizarro,CN_PRODUCCION
EK2-372-607W-C007,2394090.475,4808343.503,379.547,4.8,EK,26-12-2016 0:00,,Maximiliano Falcone,CN_PRODUCCION
EK2-372-612W-C004,2394055.717,4808384.517,379.6,5.3,EK,15-09-2018 0:00,,Carolina Oppezzo,CN_PRODUCCION
EK2-398-609W-C010,2394073.102,4808380.093,404.78,4.8,EK,30-03-2018 0:00,,Carlos Allis,CN_PRODUCCION
EK2-398-609W-C014,2394064.552,4808392.478,405.4273,4.7,EK,13-04-2018 0:00,,Tamara Ginestar,CN_PRODUCCION
EK2-398-609W-C015,2394062.694,4808395.555,405.506,5.9,EK,15-04-2018 0:00,,Tamara Ginestar,CN_PRODUCCION
EK2-424-618E-C001,2394020.201,4808470.666,432.795,4,EK,28-02-2016 0:00,,Natalia Rios,CN_PRODUCCION
EK2-424-619W-C001,2394001.758,4808486.552,432.601,4.9,EK,04-10-2018 0:00,,Tamara Ginestar,CN_PRODUCCION
EK3-424-615E-C002,2394068.608,4808442.946,433.221,4.4,EK,02-03-2018 0:00,,Manuel Rey Ripoll,CN_PRODUCCION
EK3-450-616E-C007,2394079.24,4808461.664,456.611,5,EK,17-07-2019 0:00,,Valeria Alvarez,CN_PRODUCCION
EK3-450-616E-C009,2394080.898,4808455.049,457.171,5,EK,25-07-2019 0:00,,Valeria Alvarez,CN_PRODUCCION
EPIT-0005,2394246.756,4808157.494,638.872,84.6,EK,29-12-2012 0:00,01-01-2013 0:00,,CN_INFILL
ERC-18001,2394812.926,4808310.66,616.045,305,EK,22-03-2018 0:00,27-03-2018 0:00,Patricio Brividoro,CerroNegro
ERC-18004,2394802.875,4808225.515,626.641,288,EK,29-04-2018 0:00,02-05-2018 0:00,Matias Reinoso,CerroNegro
MC-500-ACC4W-C011,2398624.851,4809367.677,504.683,4.5,MCEN,19-11-2014 0:00,,Daniel Correa,CN_PRODUCCION
MC-500-ACC5W-580W-C000,2398668.82,4809337.75,505.65,11.8,MCEN,30-06-2015 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-525-563W-C001,2398388.628,4809539.851,531.259,6.1,MCEN,12-04-2017 0:00,,Daniel Correa,CN_PRODUCCION
MC-525-563W-C012,2398349.68,4809551.592,531.599,5.5,MCEN,23-06-2017 0:00,,Francis Gauman,CN_PRODUCCION
MC-525-566E-C005,2398472.3,4809500.735,528.946,5.7,MCEN,13-02-2017 0:00,,Marcos Estevez,CN_PRODUCCION
MC-525-566E-C016,2398508.29,4809479.296,528.008,5,MCEN,22-03-2017 0:00,,Marcos Estevez,CN_PRODUCCION
MC-525-566W-C000,2398437.775,4809496.286,528.55,18.5,MCEN,18-03-2016 0:00,,Daniel Correa,CN_PRODUCCION
MC-525-566W-C004,2398428.525,4809507.14,529.22,5.2,MCEN,30-04-2017 0:00,,Marcos Estevez,CN_PRODUCCION
MC-525-570W-C000A,2398505.278,4809454.541,526.05,6.6,MCEN,26-08-2015 0:00,,Daniel Correa,CN_PRODUCCION
MC-525-574E-C1,2398568.86,4809414.11,525.23,2.2,MCEN,06-06-2015 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-525-576E-C016F,2398615.381,4809375.861,526.351,3.5,MCEN,05-09-2015 0:00,,Marcos Estevez,CN_PRODUCCION
MC-525-578E-C026F,2398641.735,4809362.215,527,3.6,MCEN,05-09-2015 0:00,,Marcos Estevez,CN_PRODUCCION
MC-525-579E-C000,2398652.887,4809341.483,527.91,8.8,MCEN,30-05-2016 0:00,,Daniel Correa,CN_PRODUCCION
MC-525-580AE-C001,2398668.872,4809340.687,528.9,4,MCEN,18-12-2015 0:00,,Daniel Correa,CN_PRODUCCION
MC-525-581E-C000A,2398693.62,4809330.79,530.01,4.3,MCEN,13-12-2016 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-525-582E-C004,2398734.409,4809326.562,531.95,4.5,MCEN,01-03-2017 0:00,,Marcos Estevez,CN_PRODUCCION
MC-525-582E-C007,2398748.39,4809318.989,532.66,5.2,MCEN,13-03-2017 0:00,,Marcos Estevez,CN_PRODUCCION
MC-525-ACC2W-C005,2398490.362,4809458.491,526.152,4.4,MCEN,07-05-2014 0:00,,Daniel Correa,CN_PRODUCCION
MC-525-ACC2W-C008,2398482.509,4809460.86,526.6416,4.7,MCEN,16-05-2014 0:00,,Pablo Ribero,CN_PRODUCCION
MC-525-ACC2W-C009,2398478.922,4809464.25,526.8983,4.5,MCEN,18-05-2014 0:00,,Pablo Ribero,CN_PRODUCCION
MC-525-ACC2W-C011,2398474.73,4809468.62,527.0366,5.8,MCEN,02-06-2014 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-525-ACC3E-C003,2398588.089,4809398.973,525.4,4.65,MCEN,27-11-2013 0:00,,Marcos Estevez,CN_PRODUCCION
MC-525-ACC3E-C005,2398592.262,4809396.37,525.4,5.2,MCEN,03-12-2013 0:00,,Natalia Rios,CN_PRODUCCION
MC-525-ACC3E-C012,2398605.774,4809385.653,525.3437,4.9,MCEN,17-12-2013 0:00,,Fernanda Beretta,CN_PRODUCCION
MC-525-ACC3E-C022,2398628.061,4809364.193,526.902,5.4,MCEN,02-03-2014 0:00,,Natalia Rios,CN_PRODUCCION
MC-525-ACC3E-C023,2398630.976,4809362.788,526.664,5.5,MCEN,08-03-2014 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-525-ACC3E-C027,2398639.182,4809354.263,527.25,4.95,MCEN,29-03-2014 0:00,,Marcos Estevez,CN_PRODUCCION
MC-525-ACC3W-C003,2398576.57,4809404.92,525.08,4,MCEN,25-11-2013 0:00,,Fernanda Beretta,CN_PRODUCCION
MC-525-ACC3W-C008,2398567.844,4809406.676,525.45,5.05,MCEN,11-12-2013 0:00,,Marcos Estevez,CN_PRODUCCION
MC-525-ACC3W-C017R,2398543.763,4809418.839,525.9732,4.7,MCEN,21-01-2014 0:00,,Maximiliano Falcone,CN_PRODUCCION
MC-525-ACC3W-C029,2398513.878,4809442.911,526.181,3.8,MCEN,17-03-2014 0:00,,Maximiliano Falcone,CN_PRODUCCION
MC-525-ACC4E-C014,2398677.168,4809314.744,529.946,4.8,MCEN,28-06-2014 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-550-563E-C003,2398405.453,4809527.624,555.794,5.1,MCEN,22-07-2017 0:00,,Carlos Allis,CN_PRODUCCION
MC-550-563E-C013,2398423.874,4809506.731,556.212,4.6,MCEN,13-08-2019 0:00,,Agustina Canale,CN_PRODUCCION
MC-550-563W-C002,2398367.955,4809537.621,556.221,5,MCEN,19-07-2017 0:00,,Carlos Allis,CN_PRODUCCION
MC-550-563W-C016,2398336.856,4809548.051,556.55,4.9,MCEN,25-08-2017 0:00,,Francis Gauman,CN_PRODUCCION
MC-550-579E-C005,2398657.47,4809339.49,552.9,5.5,MCEN,30-07-2016 0:00,,Daniel Correa,CN_PRODUCCION
MC-550-579E-C011,2398672.5,4809337.8,552.7,5.05,MCEN,14-08-2016 0:00,,Pablo Ribero,CN_PRODUCCION
MC-550-579E-C014,2398680.981,4809333.342,552.6,4.2,MCEN,21-10-2016 0:00,,Daniel Correa,CN_PRODUCCION
MC-550-ACC2W-C002A,2398489.353,4809442.065,550.9058,3.75,MCEN,18-04-2014 0:00,,Pablo Ribero,CN_PRODUCCION
MC-550-ACC3E-C000,2398573.446,4809385.288,548.588,23.5,MCEN,27-07-2014 0:00,,Daniel Correa,CN_PRODUCCION
MC-550-ACC3E-C007,2398589.56,4809385.62,549.46,4.8,MCEN,27-07-2013 0:00,,Maximiliano Falcone,CN_PRODUCCION
MC-550-ACC3E-C009,2398594.3,4809383.31,549.75,5.6,MCEN,01-08-2013 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-550-ACC3E-C012,2398600.93,4809377.21,549.7,5.15,MCEN,14-08-2013 0:00,,Monica Arrese,CN_PRODUCCION
MC-550-ACC3E-C022,2398618.87,4809359.3,550.7,4.37,MCEN,18-09-2013 0:00,,Monica Arrese,CN_PRODUCCION
MC-550-ACC3E-C024,2398622.83,4809355.42,550.72,5,MCEN,23-09-2013 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-550-ACC3W-C000,2398555.655,4809369.132,548.068,22.5,MCEN,28-07-2014 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-550-ACC3W-C003,2398566.26,4809394.66,548.65,3.75,MCEN,11-07-2013 0:00,,Marcos Estevez,CN_PRODUCCION
MC-550-ACC3W-C017,2398533.06,4809412.13,550.7,4.95,MCEN,10-09-2013 0:00,,Monica Arrese,CN_PRODUCCION
MC-550-ACC3W-C022,2398525.98,4809416.97,550.6,4.3,MCEN,27-09-2013 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-550-ACC3W-C028,2398510.31,4809427.54,550.5,4.9,MCEN,17-10-2013 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-550-ACC3W-C029,2398508.34,4809428.91,550.55,5.1,MCEN,20-10-2013 0:00,,Fernanda Beretta,CN_PRODUCCION
MC-550-ACC4E-C002,2398646.22,4809333.83,552.38,5.1,MCEN,07-10-2013 0:00,,Natalia Rios,CN_PRODUCCION
MC-550-ACC4E-C006,2398652.27,4809324.72,552.7,4.5,MCEN,19-10-2013 0:00,,Maximiliano Falcone,CN_PRODUCCION
MC-550-ACC4E-C007,2398653.57,4809322.95,552.97,4.9,MCEN,22-10-2013 0:00,,Fernanda Beretta,CN_PRODUCCION
MC-550-ACC4E-C014,2398664.94,4809307.67,553.5,5,MCEN,11-11-2013 0:00,,Pablo Ribero,CN_PRODUCCION
MC-550-ACC4E-C017,2398670.22,4809302.29,553.8,5.1,MCEN,20-11-2013 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-550-ACC4E-C019,2398675.629,4809299.123,554.6,5,MCEN,24-11-2013 0:00,,Fernanda Beretta,CN_PRODUCCION
MC-550-ACC4E-C026,2398691.664,4809289.955,555.157,4.85,MCEN,09-12-2013 0:00,,Marcos Estevez,CN_PRODUCCION
MC-550-ACC4E-C029,2398696.63,4809282.54,555.71,4.9,MCEN,16-12-2013 0:00,,Fernanda Beretta,CN_PRODUCCION
MC-550-ACC4E-C033,2398700.9,4809273.2,555.8631,4.8,MCEN,13-01-2014 0:00,,Fernanda Beretta,CN_PRODUCCION
MC-550-ACC4E-C039,2398712.3,4809264.989,556.033,5,MCEN,13-03-2014 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-550-ACC4E-C040,2398715.274,4809264.02,556.8651,4.8,MCEN,15-03-2014 0:00,,Leonardo Pizarro,CN_PRODUCCION
MC-550-ACC5E-C002,2398720.252,4809261.637,557.3456,4.5,MCEN,22-03-2014 0:00,,Pablo Ribero,CN_PRODUCCION
MC-550-ACC5E-C004,2398723.69,4809259.16,556.9531,4.85,MCEN,30-03-2014 0:00,,Marcos Estevez,CN_PRODUCCION
MC-550-ACC5E-C010,2398737.362,4809251.702,557.445,5.6,MCEN,22-06-2014 0:00,,Pablo Ribero,CN_PRODUCCION
CX1_EK_528_C001,2394405.148,4808050.036,528.7,33.96,EK,01-01-1990 0:00,,Arturo Wilks,CN_PRODUCCION
CX4_EK_528_C003,2394377.803,4808066.851,530,4.95,EK,01-01-1990 0:00,,Arturo Wilks,CN_PRODUCCION
CX5_EK_528_C002,2394386.76,4808057.23,529.92,6.05,EK,01-01-1990 0:00,,Arturo Wilks,CN_PRODUCCION
DA-604,2409334,4806154,821.79,166.4,DA,01-04-2006 0:00,04-04-2006 0:00,Daniel López,CerroNegro
DR3,2409213.645,4809016.403,766.835,40,VZ,01-01-1990 0:00,,Monica Arrese,CN_INFILL
DR4,2408439.04,4808036.43,804.144,108,VZ,01-01-1990 0:00,,Monica Arrese,CN_INFILL
DR5,2408193.743,4808488.492,789.995,102,VZ,01-01-1990 0:00,,Monica Arrese,CN_INFILL
DR9b,2409275.107,4809457.127,715.332,10,VZ,01-01-1990 0:00,,Monica Arrese,CN_INFILL
E721-013,2394701.39,4808022.43,657.8,1.9,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
E721-041,2394580.27,4807935.88,659.4,2.1,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
E721-046,2394676.71,4807948.35,655.8,1.7,EK,01-01-1990 0:00,,Monica Arrese,CN_PRODUCCION
EDD-11007,2397542.254,4805443.08,712.065,303,EK,13-07-2011 0:00,24-07-2011 0:00,Fabian Ontivero,CerroNegro
EDD-11008,2397451.528,4805679.905,703.704,152,EK,25-07-2011 0:00,27-07-2011 0:00,Paula Oviedo,CerroNegro
EDD-11016,2396816.483,4806203.69,683.965,254.7,EK,01-09-2011 0:00,09-09-2011 0:00,Fabian Ontivero,CerroNegro
EDD-12003,2395818.216,4807046.433,616.994,528,EK,25-09-2012 0:00,06-10-2012 0:00,Paula Oviedo,CerroNegro
EDD-13010,2395740.232,4807234.562,625.066,330,EK,01-06-2013 0:00,11-06-2013 0:00,Paula Oviedo,CerroNegro
EDD-18016,2395232.413,4808419.913,577.14,430.5,EK,30-08-2018 0:00,,Maria Narvaiza,CerroNegro
EDD-18019,2394884.955,4807566.892,588.698,361.5,EK,10-09-2018 0:00,13-09-2018 0:00,Conrado Gianni,CerroNegro
EDD-18029,2393653.374,4806178.558,653.263,550.5,EK,08-10-2018 0:00,14-10-2018 0:00,Paola Santucho,CerroNegro
EDD-715,2394345.13,4808006.219,645.821,447,EK,02-04-2007 0:00,12-04-2007 0:00,Guillermo Peralta,CerroNegro
EDD-725,2394347.222,4808103.492,635.912,121,EK,16-05-2007 0:00,19-05-2007 0:00,Marcelo Ortiz,CerroNegro
EDD-727,2394180,4808178.5,638,195.6,EK,19-05-2007 0:00,21-05-2007 0:00,Agustín Bejerman,CerroNegro
EDD-8118,2394095.025,4808174.588,645.016,293,EK,29-11-2008 0:00,03-12-2008 0:00,Daniel Correa,CerroNegro
EDD-825,2394898.63,4807874.6,602.11,335.2,EK,26-02-2008 0:00,01-03-2008 0:00,Ana Martin Cruz,CerroNegro
EDD-834,2394849.62,4807974.4,625.81,225,EK,08-03-2008 0:00,10-03-2008 0:00,Marcelo Ortiz,CerroNegro
EDD-845,2393749.93,4808388.55,714.98,477,EK,22-03-2008 0:00,06-04-2008 0:00,Daniel Correa,CerroNegro
EDD-852,2394500.106,4807746.681,631.86,321,EVT,07-04-2008 0:00,12-04-2008 0:00,Marcelo Ortiz,CerroNegro
EDD-853,2393854.045,4808415.741,701.404,369,EK,13-04-2008 0:00,19-04-2008 0:00,Daniel Correa,CerroNegro
EDD-864,2393849.843,4808348.011,692.284,395,EK,02-05-2008 0:00,08-05-2008 0:00,Elias Gonzalez,CerroNegro
EDD-868,2394442.92,4807800.6,636.32,356.5,EVT,07-05-2008 0:00,12-05-2008 0:00,Elias Gonzalez,CerroNegro
EDD-871,2394497.02,4807807.57,638.63,251.2,EVT,13-05-2008 0:00,16-05-2008 0:00,Marcelo Ortiz,CerroNegro
EDD-872,2393900.983,4808362.582,687.431,165,EK,14-05-2008 0:00,18-05-2008 0:00,Marcelo Ortiz,CerroNegro
EDD-883,2394303.258,4808012.266,645.625,228.4,EK,13-10-2008 0:00,19-10-2008 0:00,Analia Bruna,CerroNegro
EDD-923,2393969.93,4808175.268,654.272,181.6,EK,07-02-2009 0:00,09-02-2009 0:00,Fabian Ontivero,CerroNegro
EDD-931,2393973.207,4808178.786,654.304,402,EK,13-02-2009 0:00,18-02-2009 0:00,Analia Bruna,CerroNegro
EDD-950,2393814.883,4808378.913,702.098,443.8,EK,16-03-2009 0:00,21-03-2009 0:00,Analia Bruna,CerroNegro
EDD-980,2394436.53,4807777.49,648.7,30,EK,03-11-2009 0:00,03-11-2009 0:00,Fabian Ontivero,CerroNegro
EK-190-RAMW-C000A,2394100.383,4808123.76,210.95,2.8,EK,15-02-2019 0:00,,Carolina Oppezzo,CN_PRODUCCION
EK-190-RAMW-C000B,2394099.566,4808122.391,209.969,3.5,EK,24-02-2019 0:00,,Valeria Alvarez,CN_PRODUCCION
EK-190-RAMW-C000E,2394069.786,4808114.638,205.474,10.8,EK,20-05-2019 0:00,,Valeria Alvarez,CN_PRODUCCION
EK-216-602E-C000A,2394105.907,4808195.767,216.288,5.5,EK,10-05-2019 0:00,,Carolina Oppezzo,CN_PRODUCCION
EK-216-602W-C001,2394095.786,4808197.871,215.91,5.3,EK,25-04-2019 0:00,,Carolina Oppezzo,CN_PRODUCCION
EK-216-602W-C002,2394093.935,4808201.237,215.839,5.2,EK,27-04-2019 0:00,,Carolina Oppezzo,CN_PRODUCCION
EK-242-603E-C000C,2394119.113,4808214.731,243.7292,4.6,EK,09-06-2018 0:00,,Tamara Ginestar,CN_PRODUCCION
EK-242-603E-C003,2394111.583,4808201.378,243.5,4.5,EK,15-02-2019 0:00,,Carolina Oppezzo,CN_PRODUCCION
EK-242-604E-C002,2394099.938,4808226.092,243.98,5.8,EK,23-10-2018 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-268-604E-C000A,2394108.191,4808246.981,269.413,8.8,EK,27-09-2017 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-268-604E-C002,2394107,4808237,270.53,4.4,EK,28-10-2017 0:00,,Tamara Ginestar,CN_PRODUCCION
EK-268-604E-C004,2394110.375,4808230.671,269.44,5,EK,31-10-2017 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-268-604W-C005,2394096.038,4808260.45,270.88,5,EK,18-11-2017 0:00,,Daniel Correa,CN_PRODUCCION
EK-294-601E-C000A,2394136.462,4808210.521,296.361,5.6,EK,08-10-2015 0:00,,Marcos Estevez,CN_PRODUCCION
EK-294-601W-C000A,2394132.067,4808214.753,296.311,5.3,EK,08-10-2015 0:00,,Natalia Rios,CN_PRODUCCION
EK-294-601W-C004,2394117.148,4808214.961,296.31,5.9,EK,26-10-2015 0:00,,Daniel Correa,CN_PRODUCCION
EK-294-602W-C001F,2394120.384,4808227.874,296.464,6.95,EK,22-01-2016 0:00,,Marcos Estevez,CN_PRODUCCION
EK-294-608W-C001,2394065.015,4808304.082,299.02,5.5,EK,27-07-2017 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-294-608W-C003,2394059.761,4808307.857,299.19,4.8,EK,01-06-2018 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-294-612E-C001,2394030.431,4808340.625,299.6057,5.05,EK,25-08-2017 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-294-612W-C004,2394016.289,4808352.65,299.606,4.8,EK,07-09-2017 0:00,,Mauro Alcaide,CN_PRODUCCION
EK-294-617E-C000,2393968.507,4808394.875,301.1849273,12.8,EK,20-01-2019 0:00,,Carolina Oppezzo,CN_PRODUCCION
EK-294-617W-C001,2393964.825,4808403.49,301,6.6,EK,23-01-2019 0:00,,Carolina Oppezzo,CN_PRODUCCION
EK-294-617W-C002,2393962.867,4808407.566,301.409,4.7,EK,26-01-2019 0:00,,Valeria Alvarez,CN_PRODUCCION
EK-294-617W-C003,2393960.859,4808410.749,301.198,4.1,EK,29-01-2019 0:00,,Valeria Alvarez,CN_PRODUCCION
EK-294-624W-C000,2393884.845,4808468.857,303.139,11,EK,24-05-2019 0:00,,Carolina Oppezzo,CN_PRODUCCION
EK-294-624W-C007,2393869.072,4808485.436,303.699,4.9,EK,17-06-2019 0:00,,Valeria Alvarez,CN_PRODUCCION
EK-320-599E-C000,2394143.046,4808171.07,320.096,29.15,EK,19-06-2015 0:00,,Natalia Rios,CN_PRODUCCION
EK-320-599W-C000,2394152.844,4808191.672,320.73,6.5,EK,21-06-2015 0:00,,Natalia Rios,CN_PRODUCCION
ADD-13003,2409748.115,4806279.956,796.142,301,DA,17-06-2013 0:00,18-06-2013 0:00,Lucas Alvarez,CerroNegro
BDD-1002,2407282.44,4805197.29,923.83,378,BNE,05-01-2010 0:00,12-01-2010 0:00,Daniel Correa,CerroNegro
BDD-13001,2407593.764,4804515.115,893.761,100,BNE,05-05-2013 0:00,06-05-2013 0:00,Ramiro Deus,CerroNegro
BDD-13009,2408065.61,4804349.902,907.553,310,BNE,25-05-2013 0:00,28-05-2013 0:00,Lucas Alvarez,CerroNegro
BDD-13018,2408106.698,4804309.189,904.504,404,BNE,23-06-2013 0:00,26-06-2013 0:00,Lucas Alvarez,CerroNegro
BDD-13027,2408167.732,4804173.492,897.29,325,BNE,08-07-2013 0:00,09-07-2013 0:00,Ramiro Deus,CerroNegro
BDD-14002,2407898.756,4804377.251,904.793,178,BNE,11-10-2014 0:00,13-10-2014 0:00,Matias Albarracin,CerroNegro
BDD-14019,2407950.87,4804429.302,909.429,280.5,BNE,15-11-2014 0:00,21-11-2014 0:00,Matias Albarracin,CerroNegro
BDD-14026,2407989.067,4804394.713,909.784,260,BNE,25-11-2014 0:00,26-11-2014 0:00,Matias Reinoso,CerroNegro
BDD-15002,2408306.439,4804187.968,881.292,400,BNE,12-01-2015 0:00,17-01-2015 0:00,Matias Reinoso,CerroNegro
BDD-15003,2407329.801,4805273.947,925.913,450,BNE,12-01-2015 0:00,18-02-2015 0:00,Diego Grill,CerroNegro
BDD-15016,2407066.06,4805479.86,898.3,473,BNE,10-02-2015 0:00,18-02-2015 0:00,Diego Grill,CerroNegro
BDD-15026,2407863.45,4804552.55,911.954,370,BNE,05-03-2015 0:00,10-03-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15027,2408363.3,4804262.59,877.425,575,BNE,09-03-2015 0:00,16-03-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15050,2407692.45,4804668.62,899.25,362.5,BNE,22-04-2015 0:00,23-04-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15064,2408214.113,4804220.577,892.361,361,BNE,15-05-2015 0:00,17-05-2015 0:00,Gerardo Enrique Perez,CerroNegro
BDD-15067,2407091.02,4805373.28,910.46,379.5,BNE,18-05-2015 0:00,21-05-2015 0:00,Matias Reinoso,CerroNegro
BDD-15068,2408071.76,4804210.98,899.9,213.2,BNE,19-05-2015 0:00,20-05-2015 0:00,Matias Reinoso,CerroNegro
BDD-15072,2407566.99,4805244.071,900.786,634.5,BNE,22-05-2015 0:00,31-05-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-15082,2407040.553,4805441.541,899.369,391.5,BNE,30-06-2015 0:00,06-07-2015 0:00,Matias Albarracin,CerroNegro
BDD-15084,2407109.9,4805419.01,906.2,436.5,BNE,13-07-2015 0:00,20-07-2015 0:00,Matias Reinoso,CerroNegro
BDD-15089,2408239.19,4804177.43,889.83,322.5,BNE,08-08-2015 0:00,13-08-2015 0:00,Matias Reinoso,CerroNegro
BDD-15090,2407354.59,4804951.96,902.14,97.5,BNE,13-08-2015 0:00,14-08-2015 0:00,Marcelo Ghidini,CerroNegro
BDD-17002,2406833.3,4807389.56,798.39,153.8,BNE,22-01-2017 0:00,,Matias Reinoso,CerroNegro
